#Timestamp,lat,lon,alt,dist (m),num sats,gps qual,speed (knts),course,date
181510.000,38.889055,-77.046818,3.0,13.783723,08,1,5.05,86.18,270915
181515.000,38.889053,-77.046653,3.5,14.281957,08,1,5.28,89.36,270915
181520.000,38.889053,-77.046490,2.7,14.136505,08,1,5.09,89.47,270915
181525.000,38.889060,-77.046333,1.5,13.579752,08,1,5.01,88.28,270915
181530.000,38.889058,-77.046180,2.1,13.272297,08,1,4.91,88.73,270915
181535.000,38.889060,-77.046032,2.2,12.839591,08,1,4.65,82.95,270915
181540.000,38.889070,-77.045887,3.3,12.598917,08,1,4.45,84.73,270915
181545.000,38.889075,-77.045742,4.4,12.562060,08,1,4.65,82.66,270915
181550.000,38.889073,-77.045578,4.2,14.137715,08,1,5.12,92.45,270915
181555.000,38.889065,-77.045417,4.3,14.022900,08,1,4.96,89.67,270915
181600.000,38.889063,-77.045265,4.6,13.128061,08,1,4.93,89.23,270915
181605.000,38.889070,-77.045113,4.4,13.147667,08,1,4.70,86.09,270915
181610.000,38.889072,-77.044962,5.0,13.128059,08,1,4.89,86.31,270915
181615.000,38.889072,-77.044808,4.3,13.271001,08,1,4.91,87.58,270915
181620.000,38.889072,-77.044652,4.9,13.559501,08,1,5.10,87.16,270915
181625.000,38.889072,-77.044490,5.1,13.992251,08,1,5.23,90.20,270915
181630.000,38.889087,-77.044340,5.0,13.089204,08,1,4.79,78.81,270915
181635.000,38.889092,-77.044187,5.2,13.282639,08,1,4.76,87.56,270915
181640.000,38.889090,-77.044037,5.8,12.983820,08,1,4.75,88.07,270915
181645.000,38.889095,-77.043887,4.6,12.994397,08,1,4.79,87.93,270915
181650.000,38.889098,-77.043737,3.9,12.987786,08,1,4.91,88.26,270915
181655.000,38.889098,-77.043582,3.6,13.415246,08,1,4.67,89.76,270915
181700.000,38.889100,-77.043437,3.3,12.551114,08,1,4.68,89.34,270915
181705.000,38.889102,-77.043292,3.2,12.551114,08,1,4.60,88.89,270915
181710.000,38.889103,-77.043153,3.8,11.974180,08,1,4.28,84.95,270915
181715.000,38.889110,-77.043018,5.5,11.707737,08,1,4.28,86.92,270915
181720.000,38.889103,-77.042872,6.4,12.715621,08,1,4.58,90.49,270915
181725.000,38.889095,-77.042715,6.9,13.591121,08,1,5.03,92.62,270915
181730.000,38.889083,-77.042555,7.2,13.908629,08,1,4.90,90.48,270915
181735.000,38.889082,-77.042397,6.9,13.705002,08,1,4.80,88.63,270915
181740.000,38.889053,-77.042242,6.2,13.780231,08,1,4.98,109.09,270915
181745.000,38.889013,-77.042095,5.5,13.450678,08,1,4.83,103.21,270915
181750.000,38.888998,-77.041948,5.9,12.803122,08,1,4.63,91.91,270915
181755.000,38.889000,-77.041812,7.1,11.829965,08,1,4.23,91.27,270915
181800.000,38.888965,-77.041693,4.7,10.956277,08,1,3.54,138.73,270915
181805.000,38.888908,-77.041613,3.2,9.361899,08,1,3.27,117.61,270915
181810.000,38.888903,-77.041507,5.1,9.248748,08,1,3.77,78.67,270915
181815.000,38.888918,-77.041387,8.3,10.519100,08,1,3.74,78.41,270915
181820.000,38.888923,-77.041247,10.3,12.129775,08,1,4.40,84.07,270915
181825.000,38.888902,-77.041098,12.0,13.062380,08,1,4.30,102.61,270915
181830.000,38.888853,-77.040965,13.2,12.730151,08,1,4.33,120.61,270915
181835.000,38.888800,-77.040827,13.3,13.361039,08,1,3.42,116.18,270915
181840.000,38.888767,-77.040707,15.2,11.027602,08,1,3.90,96.96,270915
181845.000,38.888750,-77.040567,18.8,12.257958,08,1,3.78,79.82,270915
181850.000,38.888778,-77.040435,20.7,11.823285,08,1,4.86,69.33,270915
181855.000,38.888823,-77.040305,23.0,12.314015,08,1,4.35,50.77,270915
181900.000,38.888880,-77.040193,24.9,11.537381,08,1,3.59,46.24,270915
181905.000,38.888935,-77.040078,28.5,11.682025,08,1,4.59,48.58,270915
181910.000,38.888960,-77.039948,30.0,11.589841,08,1,3.94,76.07,270915
181915.000,38.888958,-77.039798,30.5,12.983844,08,1,3.56,89.77,270915
181920.000,38.888932,-77.039717,30.8,7.665034,08,1,1.60,121.34,270915
181925.000,38.888912,-77.039685,31.3,3.529514,08,1,0.37,318.04,270915
181930.000,38.888917,-77.039688,31.4,0.626371,08,1,0.47,276.28,270915
181935.000,38.888915,-77.039688,30.5,0.185325,08,1,0.15,176.45,270915
181940.000,38.888912,-77.039688,30.3,0.370650,08,1,0.22,249.20,270915
181945.000,38.888910,-77.039695,30.0,0.606033,08,1,0.23,276.39,270915
181950.000,38.888910,-77.039702,29.6,0.577001,08,1,0.09,54.28,270915
181955.000,38.888912,-77.039698,29.3,0.342896,08,1,2.75,77.93,270915
182000.000,38.888935,-77.039558,28.7,12.391691,08,1,4.62,64.65,270915
182005.000,38.888952,-77.039375,28.4,15.975388,08,1,5.17,88.66,270915
182010.000,38.888942,-77.039188,28.8,16.194250,08,1,5.34,88.37,270915
182015.000,38.888937,-77.039003,28.6,16.021431,08,1,5.22,86.53,270915
182020.000,38.888935,-77.038830,27.8,15.003174,08,1,5.21,88.59,270915
182025.000,38.888935,-77.038658,26.2,14.857780,08,1,5.02,89.11,270915
182030.000,38.888940,-77.038503,25.5,13.426792,08,1,4.54,81.55,270915
182035.000,38.888947,-77.038343,24.3,13.867853,08,1,5.03,85.76,270915
182040.000,38.888957,-77.038182,23.1,14.036388,08,1,4.84,82.49,270915
182045.000,38.888957,-77.038025,21.7,13.559523,08,1,4.95,90.37,270915
182050.000,38.888947,-77.037852,19.1,15.043179,08,1,4.95,94.54,270915
182055.000,38.888947,-77.037695,17.7,13.559525,08,1,4.81,84.77,270915
182100.000,38.888950,-77.037537,16.0,13.708786,08,1,4.70,90.52,270915
182105.000,38.888958,-77.037395,14.9,12.296235,08,1,4.57,81.38,270915
182110.000,38.888958,-77.037247,14.5,12.838271,08,1,4.86,92.89,270915
182115.000,38.888952,-77.037083,12.8,14.155947,08,1,4.88,89.21,270915
182120.000,38.888945,-77.036932,11.8,13.147689,08,1,4.80,96.29,270915
182125.000,38.888938,-77.036783,11.0,12.859658,08,1,4.61,89.29,270915
182130.000,38.888910,-77.036642,6.6,12.659569,08,1,4.35,126.70,270915
182135.000,38.888830,-77.036538,4.3,12.614208,08,1,4.99,137.60,270915
182140.000,38.888748,-77.036418,2.6,13.796121,08,1,4.92,129.20,270915
182145.000,38.888672,-77.036295,1.9,13.660923,08,1,5.05,128.08,270915
182150.000,38.888593,-77.036167,1.8,14.115287,08,1,5.28,127.69,270915
182155.000,38.888533,-77.036030,0.6,13.580389,08,1,5.28,118.17,270915
182200.000,38.888482,-77.035888,0.4,13.540550,08,1,5.10,114.72,270915
182205.000,38.888443,-77.035733,-0.5,14.076247,08,1,5.29,108.95,270915
182210.000,38.888415,-77.035572,-1.1,14.342678,08,1,5.28,102.49,270915
182215.000,38.888395,-77.035407,-1.8,14.453007,08,1,5.20,98.60,270915
182220.000,38.888388,-77.035250,-2.4,13.579879,08,1,5.10,94.03,270915
182225.000,38.888390,-77.035093,-2.6,13.560898,08,1,4.90,88.16,270915
182230.000,38.888410,-77.034947,-3.0,12.887453,08,1,4.82,78.30,270915
182235.000,38.888422,-77.034802,-3.1,12.616738,08,1,4.77,85.86,270915
182240.000,38.888438,-77.034655,-3.5,12.828683,08,1,4.51,78.51,270915
182245.000,38.888477,-77.034530,-2.0,11.628244,08,1,4.45,61.28,270915
182250.000,38.888533,-77.034413,-0.1,11.902282,08,1,4.54,60.64,270915
182255.000,38.888587,-77.034280,1.8,12.974711,08,1,4.87,58.14,270915
182300.000,38.888650,-77.034158,2.0,12.668158,08,1,4.62,54.26,270915
182305.000,38.888710,-77.034030,2.7,12.957002,08,1,4.93,58.26,270915
182310.000,38.888770,-77.033897,4.2,13.329831,08,1,4.98,51.09,270915
182315.000,38.888845,-77.033778,5.2,13.207706,08,1,4.93,47.04,270915
182320.000,38.888933,-77.033687,5.5,12.626191,08,1,4.89,32.83,270915
182325.000,38.889022,-77.033573,4.2,13.881381,08,1,4.70,52.61,270915
182330.000,38.889057,-77.033433,4.3,12.726670,08,1,4.38,79.00,270915
182335.000,38.889043,-77.033288,3.2,12.637027,08,1,4.52,113.12,270915
182340.000,38.888973,-77.033177,3.4,12.409380,08,1,4.58,139.52,270915
182345.000,38.888868,-77.033113,3.2,12.898198,08,1,4.73,160.58,270915
182350.000,38.888775,-77.033010,3.8,13.700134,08,1,5.49,122.95,270915
182355.000,38.888720,-77.032860,3.6,14.350920,08,1,4.88,116.45,270915
182400.000,38.888670,-77.032727,3.5,12.809520,08,1,4.74,113.38,270915
182405.000,38.888625,-77.032583,4.0,13.376697,08,1,4.93,112.45,270915
182410.000,38.888590,-77.032438,3.8,13.139429,08,1,5.25,108.75,270915
182415.000,38.888557,-77.032255,5.0,16.294761,08,2,5.35,99.73,270915
182420.000,38.888545,-77.032098,6.1,13.621516,08,2,5.08,95.81,270915
182425.000,38.888537,-77.031918,8.6,15.606650,08,2,5.43,88.53,270915
182430.000,38.888522,-77.031775,10.2,12.517219,08,2,4.52,104.51,270915
182435.000,38.888508,-77.031637,13.4,12.064291,08,2,4.03,87.97,270915
182440.000,38.888518,-77.031522,16.8,10.015248,08,2,3.25,80.06,270915
182445.000,38.888530,-77.031430,21.5,8.039172,08,2,3.03,74.70,270915
182450.000,38.888533,-77.031315,24.7,9.960225,08,2,4.39,92.45,270915
182455.000,38.888535,-77.031162,28.0,13.272395,08,2,4.39,87.32,270915
182500.000,38.888538,-77.031012,30.7,12.987889,08,2,4.73,87.03,270915
182505.000,38.888543,-77.030840,32.4,14.868261,08,2,4.59,87.92,270915
182510.000,38.888543,-77.030682,33.1,13.703853,08,2,4.45,85.60,270915
182515.000,38.888543,-77.030517,33.6,14.280857,08,2,4.22,91.11,270915
182520.000,38.888537,-77.030365,33.8,13.147764,08,2,4.71,88.48,270915
182525.000,38.888537,-77.030222,33.5,12.405594,08,2,4.56,86.71,270915
182530.000,38.888533,-77.030083,33.6,11.978577,08,2,4.42,91.02,270915
182535.000,38.888522,-77.029930,34.7,13.334357,08,2,4.83,95.36,270915
182540.000,38.888522,-77.029778,34.7,13.126853,08,2,4.08,88.97,270915
182545.000,38.888565,-77.029650,34.6,12.107448,08,2,4.60,41.71,270915
182550.000,38.888650,-77.029567,36.7,11.889197,08,2,4.12,44.74,270915
182555.000,38.888698,-77.029442,37.1,12.080194,08,2,4.69,73.01,270915
182600.000,38.888720,-77.029290,38.6,13.346075,08,2,4.01,81.40,270915
182605.000,38.888732,-77.029155,41.5,11.756103,08,2,3.95,88.41,270915
182610.000,38.888737,-77.029000,43.5,13.426831,08,2,4.28,89.13,270915
182615.000,38.888723,-77.028805,43.3,16.942327,08,2,5.40,97.17,270915
182620.000,38.888710,-77.028630,44.0,15.218716,08,2,4.61,93.61,270915
182625.000,38.888705,-77.028492,44.9,11.985714,08,2,3.27,87.35,270915
182630.000,38.888710,-77.028403,45.9,7.665479,08,2,1.40,59.50,270915
182635.000,38.888713,-77.028360,46.3,3.768790,08,2,0.70,100.77,270915
182640.000,38.888690,-77.028312,45.4,4.922545,08,2,0.85,101.35,270915
182645.000,38.888685,-77.028288,43.8,2.094644,07,2,0.17,346.00,270915
182650.000,38.888678,-77.028283,43.5,0.858370,08,2,0.68,159.43,270915
182655.000,38.888677,-77.028280,44.9,0.342897,08,2,0.14,101.36,270915
182700.000,38.888677,-77.028267,44.4,1.154007,08,2,0.50,79.01,270915
182705.000,38.888675,-77.028265,43.8,0.234848,08,2,0.59,263.34,270915
182710.000,38.888672,-77.028273,42.5,0.810918,08,2,0.35,289.18,270915
182715.000,38.888683,-77.028275,39.9,1.305270,08,2,0.17,320.03,270915
182720.000,38.888697,-77.028263,38.5,1.793797,08,2,0.26,33.42,270915
182725.000,38.888693,-77.028263,38.0,0.370650,08,2,0.57,253.42,270915
182730.000,38.888688,-77.028268,36.7,0.704544,08,2,0.34,65.26,270915
182735.000,38.888698,-77.028275,35.3,1.252742,07,2,0.52,318.77,270915
182740.000,38.888728,-77.028283,34.3,3.412929,08,2,1.07,352.62,270915
182745.000,38.888763,-77.028278,33.1,3.915808,08,2,1.51,12.77,270915
182750.000,38.888790,-77.028248,31.9,3.941354,07,2,1.20,57.27,270915
182755.000,38.888808,-77.028238,30.7,2.214696,08,2,0.66,338.49,270915
182800.000,38.888807,-77.028242,29.1,0.342897,08,2,0.42,200.89,270915
182805.000,38.888780,-77.028230,28.0,3.132412,08,2,1.55,164.37,270915
182810.000,38.888753,-77.028185,27.5,4.895060,08,2,1.88,117.32,270915
182815.000,38.888747,-77.028118,26.1,5.817451,08,2,2.11,91.73,270915
182820.000,38.888748,-77.028052,25.3,5.773002,08,2,2.01,89.60,270915
182825.000,38.888745,-77.027983,24.5,5.925880,08,2,2.18,93.28,270915
182830.000,38.888748,-77.027908,24.0,6.501854,07,2,2.24,89.59,270915
182835.000,38.888750,-77.027843,23.5,5.628828,08,2,2.01,90.38,270915
182840.000,38.888752,-77.027783,22.8,5.196330,08,2,1.98,89.49,270915
182845.000,38.888753,-77.027727,22.4,4.908023,08,2,1.67,83.46,270915
182850.000,38.888767,-77.027670,21.5,5.123713,07,2,1.64,79.99,270915
182855.000,38.888780,-77.027612,21.6,5.261957,07,2,1.82,69.41,270915
182900.000,38.888793,-77.027563,22.4,4.438223,07,2,1.41,72.38,270915
182905.000,38.888803,-77.027510,22.9,4.748058,08,2,1.23,67.48,270915
182910.000,38.888823,-77.027465,23.8,4.484965,08,2,1.32,58.28,270915
182915.000,38.888840,-77.027415,24.9,4.707644,08,2,1.74,52.29,270915
182920.000,38.888863,-77.027350,25.7,6.195236,07,2,1.86,60.33,270915
182925.000,38.888882,-77.027268,25.7,7.356373,08,2,1.93,67.59,270915
182930.000,38.888898,-77.027205,26.5,5.786323,07,2,1.78,71.02,270915
182935.000,38.888915,-77.027140,26.8,5.923153,07,2,1.89,72.25,270915
182940.000,38.888917,-77.027070,27.6,6.061348,08,2,1.81,86.45,270915
182945.000,38.888928,-77.027005,28.2,5.773398,08,2,1.70,75.03,270915
182950.000,38.888948,-77.026962,28.9,4.360279,08,2,1.36,48.74,270915
182955.000,38.888977,-77.026913,29.4,5.236930,08,2,1.53,48.93,270915
183000.000,38.889000,-77.026853,30.8,5.805084,08,2,1.74,51.03,270915
183005.000,38.889023,-77.026792,31.5,5.934473,08,2,2.13,63.57,270915
183010.000,38.889040,-77.026710,32.1,7.307171,08,2,2.10,64.90,270915
183015.000,38.889057,-77.026628,31.9,7.307170,08,2,2.17,66.10,270915
183020.000,38.889063,-77.026548,31.8,6.963571,08,2,1.64,68.31,270915
183025.000,38.889070,-77.026485,32.0,5.531399,08,2,1.94,81.19,270915
183030.000,38.889075,-77.026412,32.3,6.371305,08,2,2.01,83.69,270915
183035.000,38.889077,-77.026347,33.1,5.628802,08,2,1.80,83.37,270915
183040.000,38.889085,-77.026277,33.7,6.128952,08,2,2.03,79.67,270915
183045.000,38.889090,-77.026198,34.0,6.802507,08,2,2.07,79.31,270915
183050.000,38.889098,-77.026113,34.0,7.414875,08,2,2.54,82.69,270915
183055.000,38.889093,-77.026023,34.3,7.809314,07,2,2.14,86.06,270915
183100.000,38.889108,-77.025950,34.6,6.562496,08,2,2.04,61.03,270915
183105.000,38.889118,-77.025880,35.1,6.159693,07,2,2.18,83.13,270915
183110.000,38.889120,-77.025802,35.2,6.782278,08,2,2.00,82.16,270915
183115.000,38.889115,-77.025732,35.5,6.083953,07,2,2.13,95.09,270915
183120.000,38.889098,-77.025648,36.0,7.446787,08,2,2.17,95.85,270915
183125.000,38.889075,-77.025557,35.0,8.347218,08,2,2.50,104.89,270915
183130.000,38.889063,-77.025462,34.6,8.323961,08,2,2.57,98.89,270915
183135.000,38.889053,-77.025363,33.5,8.583084,08,2,2.41,102.87,270915
183140.000,38.889038,-77.025285,33.1,6.981907,08,2,2.24,98.78,270915
183145.000,38.889018,-77.025208,32.3,6.998260,08,2,2.46,107.89,270915
183150.000,38.888993,-77.025123,31.8,7.864450,07,2,2.40,105.98,270915
183155.000,38.888972,-77.025052,31.3,6.654214,08,2,2.36,110.68,270915
183200.000,38.888945,-77.024975,31.2,7.267903,08,2,2.50,115.46,270915
183205.000,38.888932,-77.024917,31.7,5.261946,08,2,2.14,98.68,270915
183210.000,38.888932,-77.024843,31.7,6.347013,07,2,2.25,91.47,270915
183215.000,38.888933,-77.024765,31.3,6.782296,08,2,1.92,89.72,270915
183220.000,38.888925,-77.024690,31.3,6.557068,08,2,2.17,99.59,270915
183225.000,38.888925,-77.024618,31.5,6.202763,07,2,1.99,90.79,270915
183230.000,38.888927,-77.024548,31.9,6.061347,08,2,1.95,84.11,270915
183235.000,38.888930,-77.024485,31.9,5.494029,07,2,1.10,67.89,270915
183240.000,38.888942,-77.024450,31.3,3.295347,08,2,0.12,341.30,270915
183245.000,38.888928,-77.024425,29.4,2.622963,08,2,0.42,202.06,270915
183250.000,38.888910,-77.024405,27.9,2.674352,08,2,0.37,172.27,270915
183255.000,38.888908,-77.024395,27.6,0.885121,08,2,0.24,245.64,270915
183300.000,38.888907,-77.024400,27.7,0.470764,08,2,0.29,21.73,270915
183305.000,38.888913,-77.024397,27.8,0.795461,08,2,0.45,261.36,270915
183310.000,38.888912,-77.024410,27.9,1.168789,08,2,0.07,89.30,270915
183315.000,38.888912,-77.024408,27.9,0.144250,08,2,0.09,348.23,270915
183320.000,38.888915,-77.024408,28.0,0.370650,08,2,0.58,262.00,270915
183325.000,38.888913,-77.024425,27.8,1.454359,08,2,0.20,284.08,270915
183330.000,38.888913,-77.024430,27.7,0.432751,08,2,0.27,252.00,270915
183335.000,38.888912,-77.024438,27.5,0.744681,08,2,0.75,298.46,270915
183340.000,38.888900,-77.024468,27.7,2.902545,08,2,2.63,243.93,270915
183345.000,38.888888,-77.024518,27.0,4.517773,08,2,1.79,256.94,270915
183350.000,38.888890,-77.024567,26.5,4.187364,08,2,1.96,272.80,270915
183355.000,38.888902,-77.024612,26.2,4.105128,08,2,1.86,280.31,270915
183400.000,38.888923,-77.024667,25.3,5.335208,08,2,2.15,286.91,270915
183405.000,38.888937,-77.024732,24.8,5.817843,08,2,2.31,279.76,270915
183410.000,38.888935,-77.024797,24.1,5.628813,08,2,2.12,262.50,270915
183415.000,38.888928,-77.024857,23.5,5.245654,08,2,2.21,254.47,270915
183420.000,38.888933,-77.024923,23.1,5.796736,08,2,2.22,281.64,270915
183425.000,38.888950,-77.024983,22.8,5.513790,08,2,2.13,288.31,270915
183430.000,38.888968,-77.025047,22.6,5.848310,08,2,2.38,283.50,270915
183435.000,38.888985,-77.025122,21.7,6.750628,08,2,2.46,284.70,270915
183440.000,38.889002,-77.025193,21.1,6.473695,08,2,2.42,286.80,270915
183445.000,38.889018,-77.025263,20.5,6.335615,08,2,2.40,284.97,270915
183450.000,38.889027,-77.025323,20.4,5.275028,08,2,2.27,282.99,270915
183455.000,38.889035,-77.025392,20.0,5.986404,08,2,2.38,279.88,270915
183500.000,38.889048,-77.025457,20.0,5.817834,08,2,2.37,281.84,270915
183505.000,38.889057,-77.025523,20.0,5.843933,08,2,2.30,277.98,270915
183510.000,38.889068,-77.025597,19.5,6.478221,08,2,2.43,278.06,270915
183515.000,38.889075,-77.025668,19.1,6.246890,08,2,2.43,274.68,270915
183520.000,38.889080,-77.025738,18.8,6.083957,08,2,2.39,275.22,270915
183525.000,38.889095,-77.025805,17.2,6.006235,08,2,2.20,268.91,270915
183530.000,38.889090,-77.025870,16.9,5.653155,08,2,2.02,262.37,270915
183535.000,38.889087,-77.025940,16.2,6.069826,08,2,2.33,274.25,270915
183540.000,38.889100,-77.026012,15.0,6.377475,08,2,2.49,289.84,270915
183545.000,38.889117,-77.026088,12.9,6.889438,08,2,2.56,272.33,270915
183550.000,38.889105,-77.026153,12.9,5.773383,08,2,2.41,257.28,270915
183555.000,38.889083,-77.026222,13.0,6.386133,08,2,2.48,256.43,270915
183600.000,38.889067,-77.026297,12.6,6.750619,08,2,2.46,256.11,270915
183605.000,38.889065,-77.026388,11.7,7.935915,08,2,2.63,262.15,270915
183610.000,38.889073,-77.026470,11.5,7.128731,08,2,2.51,262.33,270915
183615.000,38.889055,-77.026527,11.4,5.311300,08,2,2.13,248.22,270915
183620.000,38.889048,-77.026597,10.8,6.103685,07,2,2.23,262.57,270915
183625.000,38.889043,-77.026648,9.8,4.506182,08,2,2.00,254.06,270915
183630.000,38.889035,-77.026707,9.5,5.133083,08,2,1.89,254.48,270915
183635.000,38.889025,-77.026773,9.2,5.876170,08,2,2.15,250.25,270915
183640.000,38.888992,-77.026827,8.5,5.919934,08,2,1.77,257.81,270915
183645.000,38.888988,-77.026920,7.6,8.086509,08,2,2.61,257.55,270915
183650.000,38.888990,-77.027015,7.2,8.224348,08,2,2.60,272.22,270915
183655.000,38.888993,-77.027093,6.5,6.789882,08,2,2.58,281.99,270915
183700.000,38.888985,-77.027172,5.4,6.842789,08,2,2.62,254.14,270915
183705.000,38.888955,-77.027238,4.4,6.664899,08,2,2.49,236.13,270915
183710.000,38.888917,-77.027300,3.4,6.830448,08,2,2.41,231.46,270915
183715.000,38.888885,-77.027362,2.7,6.394141,08,2,2.38,240.53,270915
183720.000,38.888850,-77.027402,3.5,5.208819,08,2,2.18,240.29,270915
183725.000,38.888820,-77.027453,3.6,5.578939,08,2,2.35,242.56,270915
183730.000,38.888812,-77.027532,3.0,6.842805,08,2,2.55,253.07,270915
183735.000,38.888798,-77.027617,3.5,7.504684,08,2,2.66,261.98,270915
183740.000,38.888785,-77.027688,3.6,6.377501,08,2,2.48,260.43,270915
183745.000,38.888777,-77.027763,3.6,6.557081,08,2,2.78,265.49,270915
183750.000,38.888775,-77.027848,3.7,7.359115,08,2,2.71,263.26,270915
183755.000,38.888773,-77.027930,3.6,7.070709,08,2,2.49,262.18,270915
183800.000,38.888767,-77.027998,5.3,5.960552,08,2,2.44,256.13,270915
183805.000,38.888768,-77.028077,6.0,6.782312,08,2,2.58,265.01,270915
183810.000,38.888772,-77.028158,6.6,7.077992,08,2,2.64,271.13,270915
183815.000,38.888777,-77.028237,6.9,6.802537,08,2,2.57,270.39,270915
183820.000,38.888777,-77.028315,7.4,6.779779,08,2,2.61,268.22,270915
183825.000,38.888778,-77.028388,7.5,6.349732,08,2,2.55,274.29,270915
183830.000,38.888783,-77.028443,7.6,4.792627,08,2,2.27,276.06,270915
183835.000,38.888798,-77.028508,8.3,5.867818,08,2,2.47,279.80,270915
183840.000,38.888808,-77.028582,7.7,6.443691,08,2,2.36,275.25,270915
183845.000,38.888810,-77.028658,7.5,6.638113,08,2,2.54,272.71,270915
183850.000,38.888812,-77.028737,6.2,6.782308,08,2,2.53,270.88,270915
183855.000,38.888813,-77.028817,5.9,6.926506,08,2,2.59,269.95,270915
183900.000,38.888812,-77.028883,6.1,5.772997,08,2,2.44,269.46,270915
183905.000,38.888810,-77.028967,6.1,7.214908,08,2,2.68,267.33,270915
183910.000,38.888795,-77.029037,6.6,6.283922,08,2,2.71,265.57,270915
183915.000,38.888797,-77.029120,6.1,7.214909,08,2,2.59,270.31,270915
183920.000,38.888792,-77.029183,6.8,5.509645,08,2,2.58,267.45,270915
183925.000,38.888780,-77.029255,7.0,6.336982,08,2,2.60,262.68,270915
183930.000,38.888777,-77.029328,7.7,6.357840,08,2,2.48,264.04,270915
183935.000,38.888788,-77.029410,7.2,7.186341,08,2,2.59,276.62,270915
183940.000,38.888782,-77.029483,7.7,6.390169,08,2,2.67,262.41,270915
183945.000,38.888780,-77.029560,7.6,6.638115,08,2,2.67,267.23,270915
183950.000,38.888778,-77.029642,7.9,7.070709,08,2,2.79,258.89,270915
183955.000,38.888777,-77.029717,7.9,6.493922,08,2,2.62,267.39,270915
184000.000,38.888767,-77.029790,8.3,6.443694,08,2,2.68,261.13,270915
184005.000,38.888762,-77.029862,9.0,6.227644,08,2,2.72,265.26,270915
184010.000,38.888755,-77.029942,9.0,6.963600,08,2,2.72,265.45,270915
184015.000,38.888755,-77.030020,9.2,6.779781,08,2,2.70,268.37,270915
184020.000,38.888755,-77.030097,9.5,6.635530,08,2,2.54,265.91,270915
184025.000,38.888760,-77.030168,9.6,6.227645,08,2,2.60,273.37,270915
184030.000,38.888765,-77.030240,9.6,6.227645,08,2,2.46,266.54,270915
184035.000,38.888770,-77.030312,9.4,6.227644,08,2,2.51,269.01,270915
184040.000,38.888767,-77.030385,9.6,6.357841,08,2,2.45,271.39,270915
184045.000,38.888758,-77.030458,9.4,6.414312,08,2,2.37,258.99,270915
184050.000,38.888757,-77.030530,9.6,6.205546,08,2,2.51,270.40,270915
184055.000,38.888758,-77.030607,9.8,6.638117,08,2,2.49,272.81,270915
184100.000,38.888752,-77.030673,10.4,5.817450,08,2,2.42,266.20,270915
184105.000,38.888743,-77.030743,11.2,6.128980,08,2,2.42,266.97,270915
184110.000,38.888737,-77.030807,12.1,5.531424,08,2,2.45,263.69,270915
184115.000,38.888735,-77.030883,12.1,6.638119,08,2,2.60,266.11,270915
184120.000,38.888740,-77.030960,12.3,6.658783,08,2,2.69,265.20,270915
184125.000,38.888743,-77.031042,12.5,7.077995,08,2,2.58,271.64,270915
184130.000,38.888747,-77.031123,12.3,7.077995,08,2,2.82,262.66,270915
184135.000,38.888747,-77.031203,12.0,6.924032,08,2,2.61,266.37,270915
184140.000,38.888752,-77.031273,12.4,6.083985,08,2,2.30,269.26,270915
184145.000,38.888755,-77.031338,12.5,5.637972,08,2,2.52,273.65,270915
184150.000,38.888762,-77.031417,12.1,6.820187,08,2,2.61,270.78,270915
184155.000,38.888757,-77.031493,11.5,6.658781,08,2,2.65,261.94,270915
184200.000,38.888750,-77.031568,11.0,6.533470,08,2,2.55,267.33,270915
184205.000,38.888753,-77.031643,10.4,6.501853,08,2,2.53,266.95,270915
184210.000,38.888745,-77.031720,9.2,6.699918,08,2,2.37,257.87,270915
184215.000,38.888722,-77.031777,8.5,5.548516,08,2,2.21,232.88,270915
184220.000,38.888690,-77.031830,7.6,5.805716,08,2,2.23,239.55,270915
184225.000,38.888668,-77.031898,7.9,6.386165,08,2,2.95,257.05,270915
184230.000,38.888668,-77.031988,7.7,7.789545,08,2,3.02,274.34,270915
184235.000,38.888677,-77.032077,7.0,7.701243,08,2,2.77,269.98,270915
184240.000,38.888687,-77.032155,7.1,6.870368,08,2,2.74,283.13,270915
184245.000,38.888705,-77.032228,6.9,6.666380,08,2,2.68,288.41,270915
184250.000,38.888725,-77.032297,7.4,6.318579,08,2,2.83,288.08,270915
184255.000,38.888738,-77.032373,7.3,6.799146,08,2,2.70,280.56,270915
184300.000,38.888745,-77.032447,8.1,6.390173,08,2,2.69,276.96,270915
184305.000,38.888760,-77.032520,7.9,6.562526,08,2,2.66,283.15,270915
184310.000,38.888782,-77.032578,9.0,5.594145,08,2,2.68,297.46,270915
184315.000,38.888805,-77.032645,9.1,6.326519,08,2,2.61,294.92,270915
184320.000,38.888828,-77.032710,9.6,6.195238,08,2,2.71,288.99,270915
184325.000,38.888847,-77.032778,9.4,6.255747,08,2,2.61,284.81,270915
184330.000,38.888868,-77.032855,8.6,7.059355,08,2,2.91,288.15,270915
184335.000,38.888888,-77.032938,7.2,7.547594,08,2,3.05,285.21,270915
184340.000,38.888908,-77.033020,6.2,7.409867,08,2,2.85,287.00,270915
184345.000,38.888927,-77.033098,5.6,7.079619,08,2,3.04,286.96,270915
184350.000,38.888953,-77.033167,6.3,6.615957,08,2,2.92,303.41,270915
184355.000,38.888995,-77.033225,6.5,6.852428,08,2,2.72,313.90,270915
184400.000,38.889033,-77.033287,6.5,6.830443,08,2,2.75,295.12,270915
184405.000,38.889050,-77.033365,5.5,7.028484,08,2,2.72,281.28,270915
